0,0
0.001571,0.047557
0.007854,0.152758
0.009425,0.170989
0.010996,0.185659
0.012566,0.197623
0.014137,0.207739
0.015708,0.215541
0.017279,0.221746
0.01885,0.226805
0.02042,0.230902
0.021991,0.234189
0.023562,0.236868
0.025133,0.238001
0.026704,0.239956
0.028274,0.241539
0.029845,0.242419
0.031416,0.243517
0.032987,0.244407
0.034558,0.245094
0.036128,0.245954
0.037699,0.246301
0.03927,0.245822
0.040841,0.246209
0.042412,0.246082
0.043982,0.245645
0.045553,0.245867
0.047124,0.245455
0.048695,0.245104
0.050265,0.244805
0.051836,0.244962
0.053407,0.245088
0.054978,0.244792
0.056549,0.245342
0.058119,0.245805
0.05969,0.245704
0.061261,0.246082
0.062832,0.245898
0.064403,0.245733
0.065973,0.245487
0.067544,0.245033
0.069115,0.244666
0.070686,0.244776
0.072257,0.244213
0.073827,0.244002
0.075398,0.244213
0.076969,0.244794
0.07854,0.245264
0.080111,0.245643
0.081681,0.245884
0.083252,0.246479
0.084823,0.246515
0.086394,0.246548
0.087965,0.246236
0.089535,0.245943
0.091106,0.245746
0.092677,0.245939
0.094248,0.245743
0.095819,0.245569
0.097389,0.245443
0.09896,0.245324
0.100531,0.244121
0.102102,0.244179
0.103673,0.244618
0.105243,0.244823
0.106814,0.245082
0.108385,0.244911
0.109956,0.245181
0.111527,0.244639
0.113097,0.244553
0.114668,0.244482
0.116239,0.244818
0.11781,0.245105
0.119381,0.245321
0.120951,0.245513
0.122522,0.24518
0.124093,0.245733
0.125664,0.245334
0.127235,0.245426
0.128805,0.245134
0.130376,0.245264
0.131947,0.244945
0.133518,0.245126
0.135088,0.244906
0.136659,0.24508
0.13823,0.245205
0.139801,0.245305
0.141372,0.245386
0.142942,0.245468
0.144513,0.24552
0.146084,0.245125
0.147655,0.245225
0.149226,0.244862
0.150796,0.244977
0.152367,0.244265
0.153938,0.244097
0.155509,0.243943
0.15708,0.243428
0.15865,0.242993
0.160221,0.242643
0.161792,0.243149
0.163363,0.242769
0.164934,0.242844
0.166504,0.242666
0.168075,0.242769
0.169646,0.242444
0.171217,0.242956
0.172788,0.242912
0.174358,0.242893
0.175929,0.242465
0.1775,0.242134
0.179071,0.242232
0.180642,0.241945
0.182212,0.241695
0.183783,0.24151
0.185354,0.241345
0.186925,0.241265
0.188496,0.241129
0.190066,0.241019
0.191637,0.24093
0.193208,0.240841
0.194779,0.240786
0.19635,0.240741
0.19792,0.240671
0.199491,0.240566
0.201062,0.240114
0.202633,0.240132
0.204204,0.239739
0.205774,0.239446
0.207345,0.239114
0.208916,0.23934
0.210487,0.239505
0.212058,0.239639
0.213628,0.239322
0.215199,0.238699
0.21677,0.238194
0.218341,0.237786
0.219911,0.237456
0.221482,0.237963
0.223053,0.237597
0.224624,0.237303
0.226195,0.237063
0.227765,0.236953
0.229336,0.237205
0.230907,0.237346
0.232478,0.237431
0.234049,0.237087
0.235619,0.236808
0.23719,0.236582
0.238761,0.236416
0.240332,0.23628
0.241903,0.236155
0.243473,0.23607
0.245044,0.235969
0.246615,0.235888
0.248186,0.235844
0.249757,0.235801
0.251327,0.23575
0.252898,0.235708
0.254469,0.236043
