0,0.029226
0.003142,0.019717
0.015708,0.011549
0.01885,0.010784
0.021991,0.011121
0.025133,0.008757
0.028274,0.008388
0.031416,0.008738
0.034558,0.010835
0.037699,0.013411
0.040841,0.011543
0.043982,0.011006
0.047124,0.01509
0.050265,0.013294
0.053407,0.014846
0.056549,0.015752
0.05969,0.016859
0.065973,0.019987
0.069115,0.022555
0.072257,0.019057
0.075398,0.020961
0.07854,0.020857
0.081681,0.022149
0.084823,0.019574
0.087965,0.021954
0.091106,0.0218
0.094248,0.021084
0.097389,0.02046
0.100531,0.016681
0.103673,0.017298
0.106814,0.015816
0.109956,0.015147
0.113097,0.014875
0.116239,0.017426
0.119381,0.017957
0.122522,0.017523
0.125664,0.013381
0.128805,0.01597
0.131947,0.017782
0.135088,0.017122
0.13823,0.014779
0.141372,0.018318
0.144513,0.013485
0.147655,0.015053
0.150796,0.012756
0.153938,0.014068
0.15708,0.015641
0.160221,0.016085
0.163363,0.013793
0.166504,0.015548
0.169646,0.011615
0.172788,0.013994
0.175929,0.018426
0.179071,0.037585
0.182212,0.104598
0.185354,0.148823
0.188496,0.177854
0.191637,0.19701
0.194779,0.206921
0.19792,0.215383
0.201062,0.221306
0.204204,0.225586
0.207345,0.228096
0.210487,0.229028
0.213628,0.230308
0.21677,0.230827
0.219911,0.231804
0.223053,0.232444
0.226195,0.232867
0.229336,0.233142
0.232478,0.233351
0.235619,0.233524
0.238761,0.233667
0.241903,0.233792
0.245044,0.233924
0.248186,0.233981
0.251327,0.234006
0.254469,0.234043
0.257611,0.234056
0.260752,0.23408
0.263894,0.234096
0.267035,0.233726
0.270177,0.233484
0.273319,0.233318
0.27646,0.233583
0.279602,0.233758
0.282743,0.234015
0.285885,0.234179
0.289027,0.2343
0.292168,0.234376
0.29531,0.234344
0.298451,0.234066
0.301593,0.233913
0.304734,0.232746
0.307876,0.23201
0.311018,0.23151
0.314159,0.231255
0.317301,0.231438
0.320442,0.231435
0.323584,0.231831
0.326726,0.231425
0.329867,0.232219
0.333009,0.232024
0.339292,0.232298
0.342434,0.233257
0.345575,0.233171
0.348717,0.233104
0.351858,0.233401
0.355,0.233549
0.358142,0.233389
0.361283,0.23299
0.364425,0.233059
0.367566,0.23275
0.370708,0.232571
0.37385,0.232792
0.376991,0.233449
0.380133,0.233273
0.383274,0.234042
0.386416,0.234628
0.389558,0.234984
0.392699,0.235215
0.395841,0.23534
0.398982,0.235463
0.402124,0.236008
0.405265,0.236436
0.408407,0.236346
0.411549,0.236304
0.41469,0.236276
0.417832,0.236711
0.420973,0.237368
0.424115,0.237768
0.427257,0.237987
0.430398,0.238147
0.43354,0.23865
0.436681,0.238138
0.439823,0.23799
0.442965,0.238629
0.446106,0.239445
0.449248,0.239717
0.452389,0.24028
0.455531,0.240648
0.458673,0.240823
0.461814,0.24105
0.464956,0.241204
0.468097,0.241296
0.471239,0.241789
0.47438,0.241843
0.477522,0.241844
0.480664,0.241852
0.483805,0.242308
0.486947,0.242629
0.490088,0.24254
0.49323,0.242483
0.496372,0.242452
0.499513,0.242424
0.502655,0.243216
0.505796,0.243844
0.508938,0.24386
0.51208,0.243523
0.515221,0.24329
0.518363,0.24316
0.521504,0.243038
0.524646,0.242975
0.527788,0.243
0.530929,0.243518
0.534071,0.243454
0.537212,0.243419
0.540354,0.243742
0.543496,0.244021
0.546637,0.245357
0.549779,0.245571
0.55292,0.245788
0.556062,0.2455
0.559204,0.245475
0.562345,0.245767
0.565487,0.245999
0.568628,0.246555
0.57177,0.246443
0.574911,0.246449
0.578053,0.24591
0.581195,0.246568
0.584336,0.247034
0.587478,0.246855
0.590619,0.246574
0.593761,0.246008
0.596903,0.246405
0.600044,0.247653
0.603186,0.248639
0.606327,0.248913
0.609469,0.249978
0.612611,0.251354
0.615752,0.251565
0.618894,0.252693
0.622035,0.252866
0.625177,0.25328
0.628319,0.253293
0.63146,0.253424
0.634602,0.252434
0.637743,0.252765
0.640885,0.253307
0.644027,0.253097
0.647168,0.253388
0.65031,0.252939
0.653451,0.25346
0.656593,0.252776
0.659734,0.25309
0.662876,0.254274
0.666018,0.253965
0.669159,0.254192
0.672301,0.254535
0.675442,0.254995
0.678584,0.255384
0.681726,0.256103
0.684867,0.257336
0.688009,0.257405
0.69115,0.258441
0.694292,0.259246
0.697434,0.260613
0.700575,0.261465
0.703717,0.262776
0.706858,0.264698
0.71,0.264959
0.713142,0.266603
0.716283,0.26769
0.719425,0.270247
0.725708,0.268926
0.72885,0.268421
0.731991,0.268599
0.735133,0.268287
0.738274,0.267827
0.741416,0.267518
0.744557,0.266273
0.747699,0.268013
0.750841,0.269906
0.753982,0.26963
0.757124,0.27039
0.760265,0.274542
0.763407,0.281169
0.766549,0.316364
0.76969,0.351441
0.772832,0.360815
0.775973,0.336804
0.779115,0.315376
0.782257,0.336591
0.785398,0.343039
0.78854,0.318416
0.791681,0.304576
0.794823,0.290922
0.797965,0.283876
0.801106,0.276334
0.804248,0.272853
0.807389,0.272058
0.810531,0.270929
0.813673,0.273398
0.816814,0.275587
0.819956,0.279725
0.823097,0.314068
0.826239,0.396757
0.82938,0.456805
0.832522,0.461437
0.835664,0.467065
0.838805,0.510162
0.841947,0.520136
0.845088,0.437606
0.84823,0.381677
0.851372,0.347171
0.854513,0.320939
0.857655,0.304123
0.860796,0.296184
0.863938,0.288295
0.86708,0.286363
0.870221,0.282969
0.873363,0.35144
0.876504,0.42942
0.879646,0.471889
0.882788,0.518556
0.885929,0.542832
0.889071,0.585357
0.892212,0.620252
0.895354,0.626012
0.898495,0.635796
0.901637,0.639443
0.904779,0.671293
0.90792,0.667677
